,CustomerID,Days_Since_Last_Purchase,Total_Transactions,Total_Products_Purchased,Total_Spend,Average_Transaction_Value,Unique_Products_Purchased,Average_Days_Between_Purchases,Day_Of_Week,Hour,Monthly_Spending_Mean,Monthly_Spending_Std,Spending_Trend,cluster,Rec1_StockCode,Rec1_Description,Rec2_StockCode,Rec2_Description,Rec3_StockCode,Rec3_Description,Rec4_StockCode,Rec4_Description,Rec5_StockCode,Rec5_Description,Rec6_StockCode,Rec6_Description,Rec7_StockCode,Rec7_Description,Rec8_StockCode,Rec8_Description,Rec9_StockCode,Rec9_Description,Rec10_StockCode,Rec10_Description
10,15342.0,116,2,276,391.76,195.88,24,0.52,2,10,391.76,0.0,0.0,0,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,84879,ASSORTED COLOUR BIRD ORNAMENT,85123A,WHITE HANGING HEART T-LIGHT HOLDER,85099B,JUMBO BAG RED RETROSPOT,21326,AGED GLASS SILVER T-LIGHT HOLDER,22197,POPCORN HOLDER,20668,DISCO BALL CHRISTMAS DECORATION,21212,PACK OF 72 RETROSPOT CAKE CASES,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,22151,PLACE SETTING WHITE HEART
11,15343.0,87,1,84,364.5,364.5,21,0.0,2,13,364.5,0.0,0.0,0,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,84879,ASSORTED COLOUR BIRD ORNAMENT,85123A,WHITE HANGING HEART T-LIGHT HOLDER,85099B,JUMBO BAG RED RETROSPOT,21326,AGED GLASS SILVER T-LIGHT HOLDER,22197,POPCORN HOLDER,20668,DISCO BALL CHRISTMAS DECORATION,21212,PACK OF 72 RETROSPOT CAKE CASES,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,22151,PLACE SETTING WHITE HEART
12,15344.0,0,5,106,476.58,95.316,21,2.3870967741935485,1,14,119.145,149.86231024955316,-43.666000000000004,0,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,84879,ASSORTED COLOUR BIRD ORNAMENT,85123A,WHITE HANGING HEART T-LIGHT HOLDER,85099B,JUMBO BAG RED RETROSPOT,21326,AGED GLASS SILVER T-LIGHT HOLDER,22197,POPCORN HOLDER,20668,DISCO BALL CHRISTMAS DECORATION,21212,PACK OF 72 RETROSPOT CAKE CASES,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,22151,PLACE SETTING WHITE HEART
13,15345.0,35,2,78,367.69,183.845,20,0.45454545454545453,2,11,183.845,296.5535129618262,-419.39,0,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,84879,ASSORTED COLOUR BIRD ORNAMENT,85123A,WHITE HANGING HEART T-LIGHT HOLDER,85099B,JUMBO BAG RED RETROSPOT,21326,AGED GLASS SILVER T-LIGHT HOLDER,22197,POPCORN HOLDER,20668,DISCO BALL CHRISTMAS DECORATION,21212,PACK OF 72 RETROSPOT CAKE CASES,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,22151,PLACE SETTING WHITE HEART
14,15346.0,332,1,144,252.42000000000002,252.42000000000002,17,0.0,2,11,252.42000000000002,0.0,0.0,0,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,84879,ASSORTED COLOUR BIRD ORNAMENT,85123A,WHITE HANGING HEART T-LIGHT HOLDER,85099B,JUMBO BAG RED RETROSPOT,21326,AGED GLASS SILVER T-LIGHT HOLDER,22197,POPCORN HOLDER,20668,DISCO BALL CHRISTMAS DECORATION,21212,PACK OF 72 RETROSPOT CAKE CASES,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,22151,PLACE SETTING WHITE HEART
15,15347.0,366,1,130,201.60000000000002,201.60000000000002,5,0.0,3,15,201.60000000000002,0.0,0.0,0,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,84879,ASSORTED COLOUR BIRD ORNAMENT,85123A,WHITE HANGING HEART T-LIGHT HOLDER,85099B,JUMBO BAG RED RETROSPOT,21326,AGED GLASS SILVER T-LIGHT HOLDER,22197,POPCORN HOLDER,20668,DISCO BALL CHRISTMAS DECORATION,21212,PACK OF 72 RETROSPOT CAKE CASES,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,22151,PLACE SETTING WHITE HEART
16,15348.0,72,1,84,158.04,158.04,9,0.0,3,13,158.04,0.0,0.0,0,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,84879,ASSORTED COLOUR BIRD ORNAMENT,85123A,WHITE HANGING HEART T-LIGHT HOLDER,85099B,JUMBO BAG RED RETROSPOT,21326,AGED GLASS SILVER T-LIGHT HOLDER,22197,POPCORN HOLDER,20668,DISCO BALL CHRISTMAS DECORATION,21212,PACK OF 72 RETROSPOT CAKE CASES,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,22151,PLACE SETTING WHITE HEART
17,15349.0,158,2,327,473.81,236.905,65,0.4084507042253521,0,15,236.905,182.72346332641573,-258.40999999999997,0,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,84879,ASSORTED COLOUR BIRD ORNAMENT,85099B,JUMBO BAG RED RETROSPOT,21326,AGED GLASS SILVER T-LIGHT HOLDER,20668,DISCO BALL CHRISTMAS DECORATION,21212,PACK OF 72 RETROSPOT CAKE CASES,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,22151,PLACE SETTING WHITE HEART,,,,
18,15350.0,373,1,51,115.65,115.65,5,0.0,3,13,115.65,0.0,0.0,0,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,84879,ASSORTED COLOUR BIRD ORNAMENT,85123A,WHITE HANGING HEART T-LIGHT HOLDER,85099B,JUMBO BAG RED RETROSPOT,21326,AGED GLASS SILVER T-LIGHT HOLDER,22197,POPCORN HOLDER,20668,DISCO BALL CHRISTMAS DECORATION,21212,PACK OF 72 RETROSPOT CAKE CASES,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,22151,PLACE SETTING WHITE HEART
19,15351.0,12,10,732,1862.14,186.214,160,1.5387931034482758,0,12,465.53499999999997,147.34583457521515,68.49999999999999,0,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,84879,ASSORTED COLOUR BIRD ORNAMENT,85123A,WHITE HANGING HEART T-LIGHT HOLDER,21326,AGED GLASS SILVER T-LIGHT HOLDER,20668,DISCO BALL CHRISTMAS DECORATION,21212,PACK OF 72 RETROSPOT CAKE CASES,22151,PLACE SETTING WHITE HEART,,,,,,
20,15353.0,254,2,343,777.02,388.51,59,1.8225806451612903,3,12,388.51,108.6964544039961,153.72000000000003,0,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,84879,ASSORTED COLOUR BIRD ORNAMENT,85123A,WHITE HANGING HEART T-LIGHT HOLDER,85099B,JUMBO BAG RED RETROSPOT,21326,AGED GLASS SILVER T-LIGHT HOLDER,22197,POPCORN HOLDER,20668,DISCO BALL CHRISTMAS DECORATION,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,22151,PLACE SETTING WHITE HEART,,
21,15355.0,29,2,45,277.05,138.525,9,1.8461538461538463,1,15,138.525,17.35947147812975,24.55000000000001,0,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,84879,ASSORTED COLOUR BIRD ORNAMENT,85123A,WHITE HANGING HEART T-LIGHT HOLDER,85099B,JUMBO BAG RED RETROSPOT,21326,AGED GLASS SILVER T-LIGHT HOLDER,22197,POPCORN HOLDER,20668,DISCO BALL CHRISTMAS DECORATION,21212,PACK OF 72 RETROSPOT CAKE CASES,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,22151,PLACE SETTING WHITE HEART
22,15356.0,31,10,1673,2766.5,276.65,215,0.6505791505791506,5,13,307.3888888888889,85.49153941245363,-7.238833333333336,0,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,21326,AGED GLASS SILVER T-LIGHT HOLDER,22197,POPCORN HOLDER,20668,DISCO BALL CHRISTMAS DECORATION,21212,PACK OF 72 RETROSPOT CAKE CASES,22151,PLACE SETTING WHITE HEART,,,,,,,,
23,15360.0,39,1,223,427.93,427.93,13,0.0,1,9,427.93,0.0,0.0,0,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,84879,ASSORTED COLOUR BIRD ORNAMENT,85123A,WHITE HANGING HEART T-LIGHT HOLDER,85099B,JUMBO BAG RED RETROSPOT,21326,AGED GLASS SILVER T-LIGHT HOLDER,22197,POPCORN HOLDER,20668,DISCO BALL CHRISTMAS DECORATION,21212,PACK OF 72 RETROSPOT CAKE CASES,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,22151,PLACE SETTING WHITE HEART
24,15361.0,361,1,336,418.92,418.92,7,0.0,1,9,418.92,0.0,0.0,0,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,84879,ASSORTED COLOUR BIRD ORNAMENT,85123A,WHITE HANGING HEART T-LIGHT HOLDER,85099B,JUMBO BAG RED RETROSPOT,21326,AGED GLASS SILVER T-LIGHT HOLDER,22197,POPCORN HOLDER,20668,DISCO BALL CHRISTMAS DECORATION,21212,PACK OF 72 RETROSPOT CAKE CASES,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,22151,PLACE SETTING WHITE HEART
25,15363.0,241,2,143,318.05,159.025,16,8.1875,4,12,159.025,236.13830957724753,-333.95,0,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,84879,ASSORTED COLOUR BIRD ORNAMENT,85123A,WHITE HANGING HEART T-LIGHT HOLDER,85099B,JUMBO BAG RED RETROSPOT,21326,AGED GLASS SILVER T-LIGHT HOLDER,22197,POPCORN HOLDER,20668,DISCO BALL CHRISTMAS DECORATION,21212,PACK OF 72 RETROSPOT CAKE CASES,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,22151,PLACE SETTING WHITE HEART
26,15364.0,95,2,493,913.19,456.595,29,5.678571428571429,1,9,456.595,176.48678151635033,249.58999999999992,0,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,85123A,WHITE HANGING HEART T-LIGHT HOLDER,85099B,JUMBO BAG RED RETROSPOT,21326,AGED GLASS SILVER T-LIGHT HOLDER,22197,POPCORN HOLDER,20668,DISCO BALL CHRISTMAS DECORATION,21212,PACK OF 72 RETROSPOT CAKE CASES,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,22151,PLACE SETTING WHITE HEART,,
27,15365.0,25,9,758,1330.45,147.82777777777778,66,1.9333333333333333,1,10,332.6125,1113.6803354755798,-223.873,0,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,85099B,JUMBO BAG RED RETROSPOT,21326,AGED GLASS SILVER T-LIGHT HOLDER,22197,POPCORN HOLDER,20668,DISCO BALL CHRISTMAS DECORATION,21212,PACK OF 72 RETROSPOT CAKE CASES,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,22151,PLACE SETTING WHITE HEART,,,,
28,15366.0,75,2,621,602.51,301.255,37,6.5813953488372094,0,15,301.255,276.7828073598503,391.43,0,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,84879,ASSORTED COLOUR BIRD ORNAMENT,85123A,WHITE HANGING HEART T-LIGHT HOLDER,85099B,JUMBO BAG RED RETROSPOT,21326,AGED GLASS SILVER T-LIGHT HOLDER,22197,POPCORN HOLDER,20668,DISCO BALL CHRISTMAS DECORATION,21212,PACK OF 72 RETROSPOT CAKE CASES,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,22151,PLACE SETTING WHITE HEART
29,15367.0,57,5,1055,1867.69,373.538,92,2.294736842105263,3,13,466.9225,341.61179257309016,-157.10100000000003,0,84879,ASSORTED COLOUR BIRD ORNAMENT,85123A,WHITE HANGING HEART T-LIGHT HOLDER,21326,AGED GLASS SILVER T-LIGHT HOLDER,22197,POPCORN HOLDER,20668,DISCO BALL CHRISTMAS DECORATION,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,22151,PLACE SETTING WHITE HEART,,,,,,
30,15368.0,21,1,230,446.94000000000005,446.94000000000005,4,0.0,5,14,446.94000000000005,0.0,0.0,0,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,84879,ASSORTED COLOUR BIRD ORNAMENT,85123A,WHITE HANGING HEART T-LIGHT HOLDER,85099B,JUMBO BAG RED RETROSPOT,21326,AGED GLASS SILVER T-LIGHT HOLDER,22197,POPCORN HOLDER,20668,DISCO BALL CHRISTMAS DECORATION,21212,PACK OF 72 RETROSPOT CAKE CASES,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,22151,PLACE SETTING WHITE HEART
31,15370.0,40,8,828,2360.55,295.06875,65,3.106382978723404,4,14,393.425,138.67909687476336,19.04599999999999,0,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,84879,ASSORTED COLOUR BIRD ORNAMENT,85123A,WHITE HANGING HEART T-LIGHT HOLDER,85099B,JUMBO BAG RED RETROSPOT,21326,AGED GLASS SILVER T-LIGHT HOLDER,22197,POPCORN HOLDER,20668,DISCO BALL CHRISTMAS DECORATION,21212,PACK OF 72 RETROSPOT CAKE CASES,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,22151,PLACE SETTING WHITE HEART
32,15373.0,8,13,476,2213.11,170.23923076923077,74,2.6691176470588234,3,14,245.90111111111113,163.50027388696054,9.015833333333338,0,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,84879,ASSORTED COLOUR BIRD ORNAMENT,85123A,WHITE HANGING HEART T-LIGHT HOLDER,85099B,JUMBO BAG RED RETROSPOT,21326,AGED GLASS SILVER T-LIGHT HOLDER,22197,POPCORN HOLDER,20668,DISCO BALL CHRISTMAS DECORATION,21212,PACK OF 72 RETROSPOT CAKE CASES,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,22151,PLACE SETTING WHITE HEART
33,15374.0,128,1,126,168.0,168.0,3,0.0,3,9,168.0,0.0,0.0,0,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,84879,ASSORTED COLOUR BIRD ORNAMENT,85123A,WHITE HANGING HEART T-LIGHT HOLDER,85099B,JUMBO BAG RED RETROSPOT,21326,AGED GLASS SILVER T-LIGHT HOLDER,22197,POPCORN HOLDER,20668,DISCO BALL CHRISTMAS DECORATION,21212,PACK OF 72 RETROSPOT CAKE CASES,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,22151,PLACE SETTING WHITE HEART
34,15376.0,40,3,619,1233.3600000000001,411.12000000000006,100,1.5689655172413792,0,13,411.11999999999995,215.297449822333,-204.91499999999994,0,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,84879,ASSORTED COLOUR BIRD ORNAMENT,85123A,WHITE HANGING HEART T-LIGHT HOLDER,85099B,JUMBO BAG RED RETROSPOT,21326,AGED GLASS SILVER T-LIGHT HOLDER,22197,POPCORN HOLDER,20668,DISCO BALL CHRISTMAS DECORATION,21212,PACK OF 72 RETROSPOT CAKE CASES,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,22151,PLACE SETTING WHITE HEART
35,15379.0,169,8,2293,3631.8900000000003,453.98625000000004,145,0.9692307692307692,4,13,726.378,551.0860687043358,-301.26099999999997,0,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,21326,AGED GLASS SILVER T-LIGHT HOLDER,22197,POPCORN HOLDER,20668,DISCO BALL CHRISTMAS DECORATION,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,22151,PLACE SETTING WHITE HEART,,,,,,,,
36,15380.0,8,6,374,1682.3600000000001,280.3933333333334,22,9.916666666666666,4,16,336.47200000000004,72.94190784453065,25.83400000000001,0,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,84879,ASSORTED COLOUR BIRD ORNAMENT,85123A,WHITE HANGING HEART T-LIGHT HOLDER,85099B,JUMBO BAG RED RETROSPOT,21326,AGED GLASS SILVER T-LIGHT HOLDER,22197,POPCORN HOLDER,20668,DISCO BALL CHRISTMAS DECORATION,21212,PACK OF 72 RETROSPOT CAKE CASES,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,22151,PLACE SETTING WHITE HEART
37,15381.0,213,2,171,596.85,298.425,8,7.857142857142857,3,13,298.42499999999995,22.804193693266217,32.25000000000006,0,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,84879,ASSORTED COLOUR BIRD ORNAMENT,85123A,WHITE HANGING HEART T-LIGHT HOLDER,85099B,JUMBO BAG RED RETROSPOT,21326,AGED GLASS SILVER T-LIGHT HOLDER,22197,POPCORN HOLDER,20668,DISCO BALL CHRISTMAS DECORATION,21212,PACK OF 72 RETROSPOT CAKE CASES,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,22151,PLACE SETTING WHITE HEART
38,15384.0,169,3,593,635.76,211.92,35,4.833333333333333,4,10,317.88,29.641916267340044,41.91999999999996,0,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,84879,ASSORTED COLOUR BIRD ORNAMENT,85123A,WHITE HANGING HEART T-LIGHT HOLDER,85099B,JUMBO BAG RED RETROSPOT,21326,AGED GLASS SILVER T-LIGHT HOLDER,20668,DISCO BALL CHRISTMAS DECORATION,21212,PACK OF 72 RETROSPOT CAKE CASES,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,22151,PLACE SETTING WHITE HEART,,
39,15385.0,40,1,161,316.88,316.88,12,0.0,0,15,316.88,0.0,0.0,0,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,85099B,JUMBO BAG RED RETROSPOT,21326,AGED GLASS SILVER T-LIGHT HOLDER,22197,POPCORN HOLDER,20668,DISCO BALL CHRISTMAS DECORATION,21212,PACK OF 72 RETROSPOT CAKE CASES,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,22151,PLACE SETTING WHITE HEART,,,,
40,15386.0,186,1,446,394.14,394.14,31,0.0,1,13,394.14,0.0,0.0,0,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,84879,ASSORTED COLOUR BIRD ORNAMENT,85123A,WHITE HANGING HEART T-LIGHT HOLDER,85099B,JUMBO BAG RED RETROSPOT,21326,AGED GLASS SILVER T-LIGHT HOLDER,22197,POPCORN HOLDER,20668,DISCO BALL CHRISTMAS DECORATION,21212,PACK OF 72 RETROSPOT CAKE CASES,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,22151,PLACE SETTING WHITE HEART
41,15388.0,270,1,88,140.54,140.54,10,0.0,1,13,140.54,0.0,0.0,0,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,85123A,WHITE HANGING HEART T-LIGHT HOLDER,85099B,JUMBO BAG RED RETROSPOT,21326,AGED GLASS SILVER T-LIGHT HOLDER,22197,POPCORN HOLDER,20668,DISCO BALL CHRISTMAS DECORATION,21212,PACK OF 72 RETROSPOT CAKE CASES,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,22151,PLACE SETTING WHITE HEART,,
42,15392.0,4,5,1265,1515.73,303.146,74,4.238095238095238,1,10,378.9325,124.82305913438694,19.486999999999984,0,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,84879,ASSORTED COLOUR BIRD ORNAMENT,85123A,WHITE HANGING HEART T-LIGHT HOLDER,85099B,JUMBO BAG RED RETROSPOT,21326,AGED GLASS SILVER T-LIGHT HOLDER,22197,POPCORN HOLDER,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,22151,PLACE SETTING WHITE HEART,,,,
43,15393.0,16,2,150,231.86,115.93,10,24.09090909090909,4,16,115.93,11.55412480458819,-16.340000000000003,0,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,85123A,WHITE HANGING HEART T-LIGHT HOLDER,85099B,JUMBO BAG RED RETROSPOT,21326,AGED GLASS SILVER T-LIGHT HOLDER,22197,POPCORN HOLDER,20668,DISCO BALL CHRISTMAS DECORATION,21212,PACK OF 72 RETROSPOT CAKE CASES,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,22151,PLACE SETTING WHITE HEART,,
44,15394.0,9,4,910,2183.54,545.885,54,4.154761904761905,4,14,545.885,228.61006182289236,-120.58600000000001,0,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,84879,ASSORTED COLOUR BIRD ORNAMENT,21326,AGED GLASS SILVER T-LIGHT HOLDER,22197,POPCORN HOLDER,20668,DISCO BALL CHRISTMAS DECORATION,21212,PACK OF 72 RETROSPOT CAKE CASES,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,22151,PLACE SETTING WHITE HEART,,,,
45,15395.0,325,1,17,107.45,107.45,7,0.0,2,12,107.45,0.0,0.0,0,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,84879,ASSORTED COLOUR BIRD ORNAMENT,85123A,WHITE HANGING HEART T-LIGHT HOLDER,85099B,JUMBO BAG RED RETROSPOT,21326,AGED GLASS SILVER T-LIGHT HOLDER,22197,POPCORN HOLDER,20668,DISCO BALL CHRISTMAS DECORATION,21212,PACK OF 72 RETROSPOT CAKE CASES,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,22151,PLACE SETTING WHITE HEART
46,15396.0,112,1,122,288.18,288.18,14,0.0,5,10,288.18,0.0,0.0,0,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,84879,ASSORTED COLOUR BIRD ORNAMENT,85123A,WHITE HANGING HEART T-LIGHT HOLDER,85099B,JUMBO BAG RED RETROSPOT,21326,AGED GLASS SILVER T-LIGHT HOLDER,22197,POPCORN HOLDER,20668,DISCO BALL CHRISTMAS DECORATION,21212,PACK OF 72 RETROSPOT CAKE CASES,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,22151,PLACE SETTING WHITE HEART
